Time,Variable,Value,,,,,
12:10:51 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:51 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:51 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:51 PM,Vehicle State 4 (Speed),5.387464924,,,,,
12:10:51 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:51 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:51 PM,Accessory A Type,Front Plow,,,,,
12:10:51 PM,Accessory A State,DOWN,,,,,
12:10:51 PM,Accessory B Type,Rear Spreader,,,,,
12:10:51 PM,Accessory B State,High,,,,,
12:10:51 PM,Accessory B Fill Level,62.33333333,,,,,
12:10:51 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:51 PM,GPS Location,"43.073430891777996,-89.4015425938202",,,,,
12:10:51 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:51 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:51 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:51 PM,Vehicle State 4 (Speed),5.923821241,,,,,
12:10:51 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:51 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:51 PM,Accessory A Type,Front Plow,,,,,
12:10:51 PM,Accessory A State,DOWN,,,,,
12:10:51 PM,Accessory B Type,Rear Spreader,,,,,
12:10:51 PM,Accessory B State,High,,,,,
12:10:51 PM,Accessory B Fill Level,62.16666667,,,,,
12:10:51 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:51 PM,GPS Location,"43.07342719451312,-89.40154750805935",,,,,
12:10:51 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:51 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:51 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:51 PM,Vehicle State 4 (Speed),1.934799946,,,,,
12:10:51 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:51 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:51 PM,Accessory A Type,Front Plow,,,,,
12:10:51 PM,Accessory A State,DOWN,,,,,
12:10:51 PM,Accessory B Type,Rear Spreader,,,,,
12:10:51 PM,Accessory B State,High,,,,,
12:10:51 PM,Accessory B Fill Level,62,,,,,
12:10:51 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:51 PM,GPS Location,"43.073446526769935,-89.40153770503575",,,,,
12:10:51 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:51 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:51 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:51 PM,Vehicle State 4 (Speed),7.788905171,,,,,
12:10:51 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:51 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:51 PM,Accessory A Type,Front Plow,,,,,
12:10:51 PM,Accessory A State,DOWN,,,,,
12:10:51 PM,Accessory B Type,Rear Spreader,,,,,
12:10:51 PM,Accessory B State,High,,,,,
12:10:51 PM,Accessory B Fill Level,61.83333333,,,,,
12:10:51 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:51 PM,GPS Location,"43.0734537179539,-89.40152773802423",,,,,
12:10:51 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:51 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:51 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:51 PM,Vehicle State 4 (Speed),4.701120883,,,,,
12:10:51 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:51 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:51 PM,Accessory A Type,Front Plow,,,,,
12:10:51 PM,Accessory A State,DOWN,,,,,
12:10:51 PM,Accessory B Type,Rear Spreader,,,,,
12:10:51 PM,Accessory B State,High,,,,,
12:10:51 PM,Accessory B Fill Level,61.66666667,,,,,
12:10:51 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:51 PM,GPS Location,"43.07345747910593,-89.40152500617455",,,,,
12:10:51 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:51 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:51 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:51 PM,Vehicle State 4 (Speed),1.73370178,,,,,
12:10:51 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:51 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:51 PM,Accessory A Type,Front Plow,,,,,
12:10:51 PM,Accessory A State,DOWN,,,,,
12:10:51 PM,Accessory B Type,Rear Spreader,,,,,
12:10:51 PM,Accessory B State,High,,,,,
12:10:51 PM,Accessory B Fill Level,61.5,,,,,
12:10:51 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:51 PM,GPS Location,"43.07345287976722,-89.40151735540216",,,,,
12:10:51 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:51 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:51 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:51 PM,Vehicle State 4 (Speed),6.836548184,,,,,
12:10:51 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:51 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:51 PM,Accessory A Type,Front Plow,,,,,
12:10:51 PM,Accessory A State,DOWN,,,,,
12:10:51 PM,Accessory B Type,Rear Spreader,,,,,
12:10:51 PM,Accessory B State,High,,,,,
12:10:51 PM,Accessory B Fill Level,61.33333333,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.073453990335715,-89.40151078204791",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),4.351267335,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,61.16666667,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.07345696260156,-89.40150867161361",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),1.598023119,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,61,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.07345780546038,-89.40150727697723",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),0.79505703,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,60.83333333,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.073478626034245,-89.4015262405754",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),9.113053147,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,60.66666667,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.07347794447166,-89.40152474999243",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),0.528098357,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,60.5,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.07348358603151,-89.40151718873668",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),6.037099312,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,60.33333333,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.07348380188954,-89.40151728849935",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),0.377180196,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,60.16666667,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.07348757002569,-89.40151721775939",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),2.141917612,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,60,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.07348232384883,-89.40150448018139",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),5.167130342,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,59.83333333,,,,,
12:10:52 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:52 PM,GPS Location,"43.07347816261436,-89.40149292831248",,,,,
12:10:52 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:52 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:52 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:52 PM,Vehicle State 4 (Speed),9.340771628,,,,,
12:10:52 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:52 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:52 PM,Accessory A Type,Front Plow,,,,,
12:10:52 PM,Accessory A State,DOWN,,,,,
12:10:52 PM,Accessory B Type,Rear Spreader,,,,,
12:10:52 PM,Accessory B State,High,,,,,
12:10:52 PM,Accessory B Fill Level,59.66666667,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.0734710150877,-89.40148472701797",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),3.731639604,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,59.5,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.07347356511772,-89.40148683333025",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),1.231713983,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,59.33333333,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.07347685619227,-89.40149819069168",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),5.827529053,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,59.16666667,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.073504595255976,-89.40151520234204",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),9.771527524,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,59,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.07350350668788,-89.40151070086004",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),2.000582925,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,58.83333333,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.07350363765557,-89.40151044909273",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),0.214966688,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,58.66666667,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.07350337792255,-89.40151095895924",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),0.179171267,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,58.5,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.07350886576681,-89.40153512034614",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),9.040269429,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,58.33333333,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.07351304861955,-89.40152498908492",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),5.497752344,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,DOWN,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,High,,,,,
12:10:53 PM,Accessory B Fill Level,58.16666667,,,,,
12:10:53 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:53 PM,GPS Location,"43.07351507960894,-89.40153881219398",,,,,
12:10:53 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:53 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:53 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:53 PM,Vehicle State 4 (Speed),8.993990941,,,,,
12:10:53 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:53 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:10:53 PM,Accessory A Type,Front Plow,,,,,
12:10:53 PM,Accessory A State,UP,,,,,
12:10:53 PM,Accessory B Type,Rear Spreader,,,,,
12:10:53 PM,Accessory B State,Medium,,,,,
12:10:53 PM,Accessory B Fill Level,58.05555556,,,,,
12:10:54 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:54 PM,GPS Location,"43.07346744179706,-89.40148677935791",,,,,
12:10:54 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:54 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:54 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:54 PM,Vehicle State 4 (Speed),19.471209,,,,,
12:10:54 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:54 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:54 PM,Accessory A Type,Front Plow,,,,,
12:10:54 PM,Accessory A State,UP,,,,,
12:10:54 PM,Accessory B Type,Rear Spreader,,,,,
12:10:54 PM,Accessory B State,Medium,,,,,
12:10:54 PM,Accessory B Fill Level,57.94444444,,,,,
12:10:54 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:54 PM,GPS Location,"43.07346246746161,-89.40148531692316",,,,,
12:10:54 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:54 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:54 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:54 PM,Vehicle State 4 (Speed),2.085190039,,,,,
12:10:54 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:54 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:54 PM,Accessory A Type,Front Plow,,,,,
12:10:54 PM,Accessory A State,UP,,,,,
12:10:54 PM,Accessory B Type,Rear Spreader,,,,,
12:10:54 PM,Accessory B State,Medium,,,,,
12:10:54 PM,Accessory B Fill Level,57.83333333,,,,,
12:10:54 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:54 PM,GPS Location,"43.07346220701971,-89.40144718937331",,,,,
12:10:54 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:54 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:54 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:54 PM,Vehicle State 4 (Speed),18.72207354,,,,,
12:10:54 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:54 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:54 PM,Accessory A Type,Front Plow,,,,,
12:10:54 PM,Accessory A State,UP,,,,,
12:10:54 PM,Accessory B Type,Rear Spreader,,,,,
12:10:54 PM,Accessory B State,Medium,,,,,
12:10:54 PM,Accessory B Fill Level,57.72222222,,,,,
12:10:54 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:54 PM,GPS Location,"43.07347689905005,-89.40141016897346",,,,,
12:10:54 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:54 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:54 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:54 PM,Vehicle State 4 (Speed),20.81716039,,,,,
12:10:54 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:54 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:54 PM,Accessory A Type,Front Plow,,,,,
12:10:54 PM,Accessory A State,UP,,,,,
12:10:54 PM,Accessory B Type,Rear Spreader,,,,,
12:10:54 PM,Accessory B State,Medium,,,,,
12:10:54 PM,Accessory B Fill Level,57.61111111,,,,,
12:10:54 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:54 PM,GPS Location,"43.073523792654925,-89.40135538097353",,,,,
12:10:54 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:54 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:54 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:54 PM,Vehicle State 4 (Speed),24.07155116,,,,,
12:10:54 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:10:54 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:54 PM,Accessory A Type,Front Plow,,,,,
12:10:54 PM,Accessory A State,UP,,,,,
12:10:54 PM,Accessory B Type,Rear Spreader,,,,,
12:10:54 PM,Accessory B State,Medium,,,,,
12:10:54 PM,Accessory B Fill Level,57.5,,,,,
12:10:54 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:54 PM,GPS Location,"43.07354203784442,-89.40133160549786",,,,,
12:10:54 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:54 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:54 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:54 PM,Vehicle State 4 (Speed),19.00642963,,,,,
12:10:54 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:54 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:10:54 PM,Accessory A Type,Front Plow,,,,,
12:10:54 PM,Accessory A State,UP,,,,,
12:10:54 PM,Accessory B Type,Rear Spreader,,,,,
12:10:54 PM,Accessory B State,Medium,,,,,
12:10:54 PM,Accessory B Fill Level,57.38888889,,,,,
12:10:54 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:10:54 PM,GPS Location,"43.07358562891344,-89.4013758232566",,,,,
12:10:54 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:10:54 PM,Vehicle State 2 (Error Code),None,,,,,
12:10:54 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:10:54 PM,Vehicle State 4 (Speed),20.21065154,,,,,
12:10:54 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:10:54 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:10:54 PM,Accessory A Type,Front Plow,,,,,
